Gene,UF_1,UF_2,UF_3,DF_1,DF_2,DF_3
GLB1L,7.73149,6.08276,7.29049,6.27508,6.30376,7.23109
GLB1L2,0.110189,0.0930104,0.145811,0.253344,0.137897,0.116632
GLB1L3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLCCI1,4.20549,4.297,4.48365,6.66483,6.06737,6.3758
GLCE,192.498,204.6,211.169,191.994,203.867,189.35
GLDC,11.2391,9.71009,8.45696,6.82074,6.20526,5.79265
GLDN,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLE1,32.4135,35.027,35.0672,31.9405,30.061,30.9265
GLG1,431.274,405.889,407.793,363.214,379.191,385.055
GLI1,1.39571,1.0417,0.747276,0.233856,0.354588,0.27214
GLI2,0.0734602,0.0372053,0.0364542,0.175392,0.0787989,0.116632
GLI3,32.5604,33.0738,33.7367,38.0987,38.1771,39.3045
GLI4,10.0087,7.92433,8.18357,10.2311,9.96781,9.48594
GLIPR1,27.8958,28.2374,29.4718,55.17,64.6923,57.5182
GLIPR1L1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLIPR1L2,0.495846,0.446443,0.255169,0.331295,0.118197,0.252701
GLIPR2,15.2793,15.6812,18.0804,10.5234,15.1881,12.5572
GLIS1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLIS2,41.2652,40.7005,44.1439,30.401,32.287,32.8315
GLIS3,44.3505,28.2746,24.6601,9.99725,10.0663,9.07774
GLMN,7.16219,8.07314,7.87372,7.42486,7.50541,7.32828
GLMP,132.207,124.352,120.238,112.425,112.818,121.218
GLO1,104.99,101.863,113.13,109.619,98.3977,100.341
GLOD4,54.6897,55.7493,54.8244,59.0286,56.064,57.3627
GLOD5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLP1R,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLP2R,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLRA1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLRA2,1.84E-06,0.0186036,1.82E-06,0.0194898,1.97E-06,1.94E-06
GLRA3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLRB,1.32225,2.10199,1.67681,2.16315,2.5215,2.56587
GLRX,33.497,39.6402,37.6918,24.847,17.4338,17.8639
GLRX2,14.3611,18.1367,18.6454,16.4477,13.8683,14.4622
GLRX3,53.2757,58.1861,58.9436,52.2468,43.4565,44.3779
GLRX5,26.4817,27.884,28.4511,32.837,30.7899,30.771
GLS,147.192,155.417,153.866,184.842,167.936,163.71
GLS2,0.0734602,0.055807,0.018228,0.0584654,0.0394004,0.0583172
GLT1D1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLT6D1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLT8D1,53.8082,54.0008,55.3895,52.7145,53.3455,53.0863
GLT8D2,6.24396,4.22259,4.42897,1.98776,1.89113,1.80777
GLTP,76.3049,77.1785,78.0446,63.0041,63.1754,63.3886
GLTPD2,0.0183664,0.055807,0.018228,1.95E-06,0.0394004,1.94E-06
GLUD1,172.113,163.546,167.845,107.066,98.8114,101.585
GLUD2,1.35898,1.24632,1.25761,0.6431,0.728874,1.18574
GLUL,184.215,142.898,140.415,150.875,151.92,156.363
GLYAT,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLYATL1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLYATL1B,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLYATL2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLYATL3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GLYCTK,11.2024,9.95192,11.3732,9.78288,10.3421,10.419
GLYR1,135.733,136.983,139.102,135.051,137.087,132.142
GM2A,70.6118,63.3016,62.7346,56.2029,62.0723,64.3411
GMCL1,25.1779,25.689,27.7585,31.6092,30.061,29.838
GMCL2,1.84E-06,0.0186036,0.0364542,1.95E-06,1.97E-06,1.94E-06
GMDS,14.6549,12.6492,13.1229,14.0897,15.5427,16.3088
GMEB1,16.9689,18.6761,18.7365,19.6242,18.0051,18.3887
GMEB2,30.5403,32.1438,30.7294,29.0563,29.2534,28.6717
GMFB,13.3878,18.8063,20.6503,49.9473,37.3694,37.0496
GMFG,3.01179,1.93458,3.20781,6.41149,4.15654,5.55939
GMIP,17.2076,19.4016,18.8824,26.2891,30.1201,28.7688
GML,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GMNC,1.84E-06,1.86E-06,1.82E-06,0.0389776,1.97E-06,1.94E-06
GMNN,13.9387,15.8301,15.5652,13.2322,12.3908,13.5291
GMPPA,35.6273,51.2477,51.89,41.509,33.5675,34.8336
GMPPB,40.3103,73.6256,68.0749,54.3515,41.2305,42.5312
GMPR,47.6561,42.2259,42.0843,40.7685,47.7706,49.6068
GMPR2,51.6412,49.3503,51.2339,48.5052,45.9583,51.6867
GMPS,74.2113,73.9418,74.691,58.1516,53.5031,54.7191
GNA11,187.87,191.449,180.622,197.47,192.737,194.792
GNA12,130.242,124.78,121.204,120.181,122.234,128.468
GNA13,72.2463,101.937,99.023,95.8411,72.1583,76.8789
GNA14,37.9412,20.7409,20.2493,7.89257,6.12646,6.22029
GNA15,0.0183664,0.0186036,0.0364542,0.0194898,0.0197012,0.0777556
GNAI1,13.1858,14.1001,14.3258,13.7584,15.2275,13.2959
GNAI2,1029.81,954.137,989.009,949.388,1012.05,1005.39
GNAI3,120.784,132.5,134.601,119.46,116.265,114.628
GNAL,0.422387,0.297629,0.3463,0.604124,0.275791,0.369332
GNAO1,1.84E-06,1.86E-06,0.0364542,0.0389776,1.97E-06,1.94E-06
GNAQ,115.954,111.071,115.372,117.609,111.99,112.859
GNAS,817.334,866.319,842.142,1080.23,1169.13,1173.52
GNAT1,0.110189,0.0744087,0.127585,0.0194898,0.0394004,0.0583172
GNAT2,0.183648,0.167417,0.182264,0.0584654,0.0590997,0.0388788
GNAT3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GNAZ,3.78311,2.90187,2.31473,0.915929,0.768272,0.952484
GNB1,575.124,591.199,582.728,596.249,607.524,599.383
GNB1L,3.47091,3.83195,3.69992,5.72942,6.32346,5.75377
GNB2,349.368,330.664,322.786,290.076,295.567,304.308
GNB3,8.09879,7.36628,7.23581,10.7962,10.0072,10.5745
GNB4,82.8978,81.3081,87.3765,90.3065,78.206,80.3389
GNB5,21.1376,18.5645,19.7025,18.4744,18.0642,17.5529
GNE,24.2413,32.6646,31.3491,28.2963,23.5012,24.1814
GNG2,0.0734602,0.055807,0.0364542,0.116929,0.0984981,0.0388788
GNG3,0.036731,1.86E-06,0.0364542,0.0779532,0.0197012,1.94E-06
GNG4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
GNG5,20.348,22.3965,21.835,21.8264,21.4919,20.2937
GNG7,0.165283,0.409239,0.236943,1.05234,1.75323,1.78834
GNG8,0.036731,0.055807,1.82E-06,0.19488,0.137897,0.155509
GNG10,0.165283,0.111612,0.20049,0.175392,0.256092,0.213824
GNG11,563.132,508.403,509.605,867.364,838.931,842.169
GNG12,243.716,260.982,280.465,347.741,337.172,329.986
GNG13,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GNG14,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GNGT1,1.84E-06,1.86E-06,1.82E-06,0.0584654,1.97E-06,0.0388788
GNGT2,2.68123,2.84606,3.42653,1.61749,1.22135,1.9244
GNL1,99.1321,93.8642,98.3304,92.5086,90.2422,91.3022
GNL2,44.5341,52.9219,50.9605,53.8059,55.3745,55.0884
GNL3,48.8498,62.8552,62.443,61.1138,52.6757,56.2159
GNL3L,66.4431,66.5383,66.3616,61.1138,68.3366,65.0992
GNLY,0.0550956,0.0372053,0.0364542,1.95E-06,0.0197012,0.0583172
GNMT,0.220377,0.167417,0.164038,0.331295,0.216694,0.155509
GNPAT,51.2188,48.8109,47.7162,58.3075,57.1278,55.9049
GNPDA1,52.9084,60.1951,60.4199,69.3376,69.6368,72.4858
GNPDA2,15.8303,19.197,19.6843,18.5719,16.2519,15.5119
GNPNAT1,49.3457,55.6191,57.8318,51.3894,44.7961,45.5248
GNPTAB,70.1344,63.562,65.5232,75.4373,80.2941,81.2914
GNPTG,63.7802,61.9065,60.6386,60.3927,63.1163,62.3195
GNRH1,2.82815,2.26941,2.24183,1.98776,2.79729,2.23542
GNRH2,0.183648,0.186019,0.218716,0.214368,0.0787989,0.213824
GNRHR,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GNS,494.467,489.988,489.921,611.625,597.36,596.409
GOLGA1,40.2735,43.3792,46.2581,39.151,36.8573,39.0129
GOLGA2,108.682,137.764,132.796,139.669,144.08,135.33
GOLGA3,170.57,211.855,192.469,214.99,195.239,184.198
GOLGA4,160.984,220.058,219.681,176.715,141.539,154.458
GOLGA5,43.267,58.7814,59.7091,52.5781,44.6385,47.2742
GOLGA6A,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6B,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6C,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6D,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6L1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6L2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6L4,0.293835,0.186019,0.273395,0.37027,0.492483,0.213824
GOLGA6L6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6L7,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA6L9,0.95496,1.0975,1.4581,1.67595,1.33955,0.991361
GOLGA6L10,0.220377,0.63246,0.601467,0.565148,0.354588,0.38877
GOLGA6L22,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA7,48.5192,53.9822,54.1136,56.9239,54.0744,53.0669
GOLGA7B,0.973325,0.558053,0.656145,0.097441,0.216694,0.174948
GOLGA8A,9.54959,7.6267,7.05354,10.2896,8.45097,6.58962
GOLGA8B,4.22386,4.297,3.57234,7.89257,7.09173,6.57018
GOLGA8F,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA8G,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA8H,0.808044,0.911486,0.911312,1.30569,1.10316,1.16631
GOLGA8J,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGA8K,0.036731,0.055807,0.145811,0.116929,0.0984981,0.0194404
GOLGA8N,0.734585,0.613858,0.710824,0.896441,0.610678,0.602593
GOLGA8O,1.84E-06,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
GOLGA8Q,1.84E-06,1.86E-06,0.018228,0.0389776,1.97E-06,0.0194404
GOLGA8R,0.367294,0.353434,0.3463,0.311807,0.256092,0.408208
GOLGA8S,0.0183664,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GOLGA8T,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOLGB1,156.209,194.202,175.919,174.513,154.146,150.725
GOLIM4,81.8877,83.5403,88.4153,93.0933,91.8575,84.4793
GOLM1,102.346,89.8463,101.283,77.2497,75.1723,79.3087
GOLM2,100.05,103.388,110.341,103.734,95.8762,93.3821
GOLPH3,91.9699,106.346,107.279,93.8923,88.9223,87.4728
GOLPH3L,36.1782,42.8025,43.0868,44.6661,40.7577,40.8984
GOLT1A,0.0183664,1.86E-06,0.018228,0.0389776,1.97E-06,1.94E-06
GOLT1B,21.7804,36.571,37.3091,34.1037,24.9195,24.9589
GON4L,56.6915,54.9122,53.7491,57.6255,58.0536,55.2245
GON7,6.68471,7.86852,7.23581,6.84022,6.44165,6.14254
GOPC,46.4991,46.6531,48.6458,49.0118,43.0034,40.8207
GORAB,10.1923,14.0257,13.6514,11.8681,10.8149,9.27212
GORASP1,67.6368,66.6871,66.234,67.6032,69.7747,68.9675
GORASP2,123.869,159.547,158.659,138.597,129.739,131.462
GOSR1,41.5774,44.9417,44.399,42.8927,38.8075,39.9459
GOSR2,112.244,103.128,100.846,56.4952,51.5529,49.0625
GOT1,27.0694,52.4568,45.6384,39.2874,26.9092,29.9157
GOT1L1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GOT2,118.654,119.144,117.687,116.615,118.964,120.907
GP1BA,1.84E-06,0.0186036,1.82E-06,0.0194898,0.0197012,0.0194404
GP1BB,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GP2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GP5,0.0183664,0.0186036,0.0546805,0.0779532,0.0197012,0.0388788
GP6,1.84E-06,0.055807,0.0364542,0.0389776,1.97E-06,0.0388788
GP9,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPA33,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPAA1,87.6725,83.0008,80.7968,82.2581,84.3521,86.462
GPALPP1,28.7773,29.5209,32.716,31.4923,27.6774,27.7775
GPAM,19.7236,18.4715,16.9139,19.3904,17.2171,17.9222
GPANK1,11.331,12.7794,12.7037,12.4527,11.8392,11.3132
GPAT2,2.02011,2.1764,2.02311,2.94266,2.6003,2.46868
GPAT3,25.4166,23.9776,22.8374,6.97664,3.70346,4.6069
GPAT4,126.881,130.472,126.636,109.073,105.351,104.248
GPATCH1,9.78833,11.4028,10.3707,11.4393,9.14045,10.2635
GPATCH2,13.0572,14.3047,15.8021,15.0446,15.4836,14.054
GPATCH2L,57.7566,66.8359,60.1465,71.111,63.6088,61.2504
GPATCH3,14.5448,15.0302,14.6721,15.1615,14.5183,13.6652
GPATCH4,23.3781,22.6197,22.8192,22.5474,21.3934,21.946
GPATCH8,61.9254,68.2125,69.1502,66.9601,64.0422,64.2634
GPATCH11,22.5701,24.2008,25.0975,20.6766,19.8765,20.9935
GPBAR1,0.275471,0.130214,0.182264,0.214368,0.118197,0.0583172
GPBP1,58.8034,66.0733,63.9193,65.8298,58.1521,56.8185
GPBP1L1,97.6813,105.137,104.199,106.287,93.8471,93.2849
GPC1,323.823,184.901,210.367,156.214,155.112,159.55
GPC2,2.3874,1.78577,1.89553,5.39813,6.48105,5.79265
GPC3,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPC4,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GPC5,1.84E-06,0.0186036,0.0546805,0.0389776,0.0394004,1.94E-06
GPC6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPCPD1,36.1966,36.1803,36.1973,29.1148,24.9786,24.7451
GPD1,0.183648,0.130214,0.218716,0.253344,0.137897,0.116632
GPD1L,51.88,42.2631,43.67,24.1259,25.3726,25.2505
GPD2,51.7698,55.4145,58.415,49.0118,45.7219,45.8552
GPER1,14.6182,8.7242,8.40228,2.7283,3.42767,3.14902
GPHA2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPHB5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPHN,15.5364,13.3746,14.7086,12.9399,14.1637,15.298
GPI,248.987,240.222,233.569,181.159,186.887,191.002
GPIHBP1,0.0918248,1.86E-06,1.82E-06,0.116929,0.0787989,0.27214
GPKOW,17.2627,17.7274,18.2262,20.1504,20.3493,21.1879
GPLD1,0.110189,0.0186036,0.0546805,0.0584654,0.0984981,0.136071
GPM6A,1.84E-06,0.0186036,1.82E-06,1.95E-06,0.0394004,1.94E-06
GPM6B,0.0183664,1.86E-06,1.82E-06,0.0194898,1.97E-06,1.94E-06
GPN1,28.9793,29.4465,29.1984,27.8091,26.0227,26.6889
GPN2,34.3785,36.2733,35.1219,34.3375,32.8977,33.3952
GPN3,12.0288,12.1469,13.214,12.3163,13.1788,12.8877
GPNMB,0.624398,0.799875,0.674372,0.311807,0.31519,0.38877
GPR3,0.75295,0.874282,1.02067,1.14978,0.748573,0.719223
GPR4,54.5245,60.8462,64.1563,65.3037,70.0505,75.285
GPR6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR12,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR15,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR17,0.367294,0.260426,0.145811,0.0584654,0.0787989,0.097194
GPR18,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR19,0.330564,0.409239,0.273395,0.253344,0.236393,0.505401
GPR20,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR21,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GPR22,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR25,0.0183664,1.86E-06,1.82E-06,0.0389776,1.97E-06,1.94E-06
GPR26,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR27,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR31,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR32,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR33,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR34,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GPR35,0.275471,0.390638,0.255169,0.331295,0.453084,0.447085
GPR37,5.6563,3.79475,3.82751,3.29344,4.51113,4.66522
GPR37L1,1.84E-06,0.0186036,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR39,0.0734602,0.0744087,0.0364542,0.214368,0.630377,0.369332
GPR42,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR45,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
GPR50,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR52,1.84E-06,0.0186036,0.0546805,0.0584654,1.97E-06,1.94E-06
GPR55,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR61,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,0.0194404
GPR62,0.0734602,0.0186036,0.018228,0.0194898,0.0787989,0.0194404
GPR63,0.220377,0.130214,0.0546805,0.097441,0.0787989,0.097194
GPR65,0.0550956,0.297629,0.127585,0.116929,1.97E-06,0.0583172
GPR68,15.6466,11.8307,12.1387,2.78676,1.75323,1.78834
GPR75,1.72627,2.06479,2.02311,1.94878,1.96993,2.44924
GPR78,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR82,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR83,0.036731,0.0186036,1.82E-06,1.95E-06,0.0197012,1.94E-06
GPR84,0.036731,0.0372053,0.0729067,0.0389776,0.0787989,0.0194404
GPR85,1.15697,0.892884,0.856634,1.32517,0.945565,0.952484
GPR87,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR88,1.84E-06,1.86E-06,0.018228,1.95E-06,0.0197012,1.94E-06
GPR89A,1.56099,2.08339,1.95021,1.77339,2.08812,1.74946
GPR89B,1.12024,1.37653,1.36697,1.57851,1.55624,1.5162
GPR101,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GPR107,118.36,134.304,124.321,147.776,145.124,143.728
GPR108,64.4046,66.6313,64.7213,63.5303,55.2563,57.2655
GPR119,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR132,0.202012,0.0372053,0.0546805,1.95E-06,1.97E-06,1.94E-06
GPR135,2.73633,3.31111,2.84329,3.37139,2.95489,2.48812
GPR137,35.0396,36.3477,34.7027,35.2535,34.9464,32.0734
GPR137B,17.3545,17.0764,16.9686,20.852,23.2845,22.0626
GPR137C,2.51595,3.36691,2.86152,7.32742,9.37684,8.66953
GPR139,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR141,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR142,1.84E-06,1.86E-06,0.0364542,1.95E-06,1.97E-06,1.94E-06
GPR143,2.55268,1.71136,1.85908,1.87083,1.61534,1.9244
GPR146,9.64141,8.27776,7.1629,13.8363,14.9911,17.1447
GPR148,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR149,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR150,0.477481,0.297629,0.255169,0.272831,0.31519,0.369332
GPR151,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR152,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR153,29.6404,14.6767,13.9613,10.2116,10.3224,10.0302
GPR155,4.7197,4.70623,4.1009,5.24222,5.1218,4.27645
GPR156,0.110189,0.316231,0.0546805,0.116929,0.137897,0.097194
GPR157,2.25885,2.41822,2.46054,3.74166,2.87609,3.20734
GPR158,0.0183664,0.0372053,1.82E-06,0.0194898,0.0590997,1.94E-06
GPR160,2.47922,2.51123,3.31717,6.11917,5.37789,5.63714
GPR161,49.1436,46.3555,44.472,63.881,71.8825,71.8249
GPR162,48.0969,28.5164,30.0368,11.8291,10.7164,11.5464
GPR171,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR173,9.51286,8.37077,8.16534,8.45771,9.08135,8.63065
GPR174,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPR176,46.6277,76.732,78.719,82.3555,85.0613,84.9653
GPR179,0.0550956,0.0186036,0.0546805,1.95E-06,0.0197012,1.94E-06
GPR180,21.3029,27.9212,28.8885,29.602,26.1212,25.9114
GPR182,0.036731,0.0186036,0.0729067,1.95E-06,1.97E-06,1.94E-06
GPR183,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPRASP1,3.43418,3.01348,2.62458,2.86471,2.46241,2.00216
GPRASP2,16.675,15.1418,16.2942,17.1883,15.2866,15.9201
GPRC5A,32.7257,60.7346,53.4575,18.2601,14.5774,15.4924
GPRC5B,79.1881,99.0727,103.343,90.6573,123.416,126.155
GPRC5C,0.0183664,0.0186036,0.018228,1.95E-06,1.97E-06,1.94E-06
GPRC5D,1.84E-06,1.86E-06,0.0546805,0.0194898,0.0197012,0.0194404
GPRC6A,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPRIN1,9.23739,8.89162,8.14712,12.862,12.706,12.7322
GPRIN2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPRIN3,1.84E-06,1.86E-06,1.82E-06,0.701563,0.965264,0.719223
GPS1,81.0429,70.3331,70.6448,80.6016,79.8016,83.1769
GPS2,3.96675,3.83195,3.79105,3.6832,3.17158,3.49892
GPSM1,43.5975,41.7608,38.6213,61.2307,64.7908,60.7645
GPSM2,16.2527,15.8301,17.3331,15.3564,11.268,14.4427
GPSM3,12.5247,12.7608,13.1776,13.0763,11.5832,12.149
GPT,0.367294,0.223222,0.182264,0.214368,0.256092,0.155509
GPT2,16.3812,21.3362,20.3587,24.0869,21.4919,20.3131
GPX1,205.72,195.504,189.37,349.261,364.83,363.071
GPX2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPX3,92.3922,46.8949,42.1937,25.1003,29.5685,31.6652
GPX4,157.55,174.54,169.887,307.985,342.136,333.544
GPX5,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPX6,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GPX7,2.16702,2.60424,2.9891,3.78064,4.29443,5.24837
GPX8,75.3315,91.7064,94.3753,152.239,161.159,166.645
GRAMD1A,105.927,90.7577,97.9841,135.947,134.093,137.838
GRAMD1B,9.80669,11.4959,12.8313,12.063,9.29804,10.3995
GRAMD1C,10.3576,9.8217,10.6623,21.8848,20.9206,20.1188
GRAMD2A,0.036731,0.0372053,0.0729067,0.0194898,0.0197012,0.0194404
GRAMD2B,6.92345,5.20848,6.03288,2.82573,2.91549,2.83801
GRAMD4,22.9006,17.2624,15.9115,18.6109,21.4131,20.1771
GRAP,13.3694,13.9885,14.2347,35.994,41.2502,42.9589
GRAP2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,0.0197012,1.94E-06
GRAPL,0.036731,0.0744087,0.0546805,0.175392,0.216694,0.233263
GRB2,150.057,143.624,144.042,132.01,132.359,132.784
GRB7,1.84E-06,0.0186036,0.018228,0.0389776,0.0394004,0.0194404
GRB10,137.257,153.166,144.424,242,199.868,228.557
GRB14,8.37425,5.63632,4.48365,4.01449,3.11248,2.72138
GREB1,0.257106,0.353434,0.309847,0.272831,0.393987,0.155509
GREB1L,0.036731,0.0930104,0.018228,0.272831,0.157596,0.116632
GREM1,0.128554,0.167417,0.0911329,0.175392,0.177295,0.213824
GREM2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GREP1,0.0183664,0.0372053,1.82E-06,0.0194898,0.0394004,0.0194404
GRHL1,1.28552,1.93458,2.24183,0.837978,0.866768,1.08855
GRHL2,1.84E-06,1.86E-06,0.018228,1.95E-06,0.0197012,1.94E-06
GRHL3,0.0183664,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRHPR,72.687,69.403,67.7833,72.2803,71.3703,73.9631
GRIA1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRIA2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRIA3,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRIA4,0.642762,0.651062,0.765503,1.14978,1.65474,1.96328
GRID1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRID2,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRID2IP,0.220377,0.0372053,0.0729067,0.0389776,0.0590997,0.0583172
GRIFIN,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRIK1,1.84E-06,1.86E-06,1.82E-06,1.95E-06,1.97E-06,1.94E-06
GRIK2,1.84E-06,0.0186036,0.018228,1.95E-06,1.97E-06,1.94E-06
